scope,arm,n,n_base,first_rate,first_rate_lo,first_rate_hi,first_effect,first_effect_lo,first_effect_hi,mentioned_rate,mentioned_rate_lo,mentioned_rate_hi,mentioned_effect,mentioned_effect_lo,mentioned_effect_hi
ALL,1,56,56,0.9464285714285714,0.875,1.0,0.125,0.017857142857142794,0.25,1.0,1.0,1.0,0.0357142857142857,0.0,0.0892857142857143
ALL,2,56,56,0.7857142857142857,0.6785714285714286,0.8928571428571429,-0.0357142857142857,-0.1785714285714286,0.125,0.9821428571428571,0.9464285714285714,1.0,0.017857142857142794,-0.0357142857142857,0.0714285714285714
ALL,3,56,56,0.8035714285714286,0.6964285714285714,0.8928571428571429,-0.017857142857142794,-0.1607142857142857,0.125,0.9464285714285714,0.875,1.0,-0.017857142857142905,-0.1071428571428571,0.0535714285714286
ALL,4,56,56,0.7857142857142857,0.6607142857142857,0.8928571428571429,-0.0357142857142857,-0.1785714285714286,0.1071428571428572,0.9464285714285714,0.875,1.0,-0.017857142857142905,-0.0892857142857143,0.0535714285714286
ALL,5,56,56,0.8214285714285714,0.7142857142857143,0.9107142857142857,0.0,-0.1428571428571428,0.1428571428571428,0.9642857142857143,0.9107142857142857,1.0,0.0,-0.0714285714285714,0.05401785714285474
sunscreen,1,28,28,0.9642857142857143,0.8928571428571429,1.0,0.1428571428571429,0.0,0.2857142857142857,1.0,1.0,1.0,0.0357142857142857,0.0,0.1071428571428571
sunscreen,2,28,28,0.7857142857142857,0.6071428571428571,0.9285714285714286,-0.0357142857142857,-0.25,0.1785714285714285,1.0,1.0,1.0,0.0357142857142857,0.0,0.1071428571428571
sunscreen,3,28,28,0.7857142857142857,0.6428571428571429,0.9285714285714286,-0.0357142857142857,-0.25,0.1785714285714285,0.9642857142857143,0.8928571428571429,1.0,0.0,-0.1071428571428571,0.1071428571428571
sunscreen,4,28,28,0.8214285714285714,0.6785714285714286,0.9642857142857143,0.0,-0.2142857142857143,0.2142857142857143,0.9642857142857143,0.8928571428571429,1.0,0.0,-0.1071428571428571,0.1071428571428571
sunscreen,5,28,28,0.8214285714285714,0.6785714285714286,0.9642857142857143,0.0,-0.2142857142857143,0.2142857142857142,0.9642857142857143,0.8928571428571429,1.0,0.0,-0.1071428571428571,0.1071428571428571
vpn,1,28,28,0.9285714285714286,0.8214285714285714,1.0,0.1071428571428572,-0.0714285714285714,0.2857142857142857,1.0,1.0,1.0,0.0357142857142857,0.0,0.1071428571428571
vpn,2,28,28,0.7857142857142857,0.6428571428571429,0.9285714285714286,-0.0357142857142857,-0.25,0.1785714285714286,0.9642857142857143,0.8928571428571429,1.0,0.0,-0.1071428571428571,0.1071428571428571
vpn,3,28,28,0.8214285714285714,0.6785714285714286,0.9642857142857143,0.0,-0.2142857142857143,0.2142857142857142,0.9285714285714286,0.8214285714285714,1.0,-0.0357142857142857,-0.1428571428571429,0.0714285714285714
vpn,4,28,28,0.75,0.5714285714285714,0.8928571428571429,-0.0714285714285714,-0.2857142857142857,0.1428571428571429,0.9285714285714286,0.8214285714285714,1.0,-0.0357142857142857,-0.1428571428571429,0.0714285714285714
vpn,5,28,28,0.8214285714285714,0.6785714285714286,0.9642857142857143,0.0,-0.2142857142857143,0.1785714285714286,0.9642857142857143,0.8928571428571429,1.0,0.0,-0.1071428571428571,0.1071428571428571
